Date,Description,Category,Cost,Currency,HNWxs2yUMnWtKQ34uFATiypDFb52,mmfgxAC2LZMXaZ7bvrjFKQrs3Ff1,RyVyjiM8NBahjo20Qg9NQACYvNu2,hilgA0LRoSfKeHRnRTxBhRYxY2B3
2024-05-03,Cox wifi,TV/Phone/Internet,51.22,USD,-12.81,-12.81,38.42,-12.80
2024-05-03,Saketh V. paid vishnu n.,Payment,210.08,USD,0.00,-210.08,210.08,0.00
2024-05-04,Tofu + yogurt ,Groceries,4.70,USD,3.52,-1.17,-1.17,-1.18
2024-05-07,Tortillas ,General,9.00,USD,0.00,-4.50,4.50,0.00
2024-05-08,Onions ,Groceries,3.20,USD,2.40,-0.80,-0.80,-0.80
2024-05-08,Tax + beans,Groceries,9.08,USD,6.81,-2.27,-2.27,-2.27
2024-05-08,Walmart saketh,Household supplies,19.50,USD,19.50,0.00,-19.50,0.00
2024-05-08,Detergent ,Household supplies,15.94,USD,10.63,-5.31,-5.32,0.00
2024-05-08,Vishnu walmart,Household supplies,12.20,USD,12.20,-12.20,0.00,0.00
2024-05-09,TJ tomato onion carrot,Groceries,7.30,USD,-1.82,-1.82,5.47,-1.83
2024-05-18,Biryani,Dining out,16.00,USD,-8.00,16.00,-8.00,0.00
2024-05-18,Walmart common,Household supplies,28.92,USD,19.28,-9.64,-9.64,0.00
2024-05-18,Walmart saketh,Household supplies,13.65,USD,13.65,0.00,-13.65,0.00
2024-05-18,Walmart vishnu,Household supplies,15.02,USD,15.02,-15.02,0.00,0.00
2024-05-20,Monitor,General,20.00,USD,20.00,-20.00,0.00,0.00
2024-05-20,Tv + cab,TV/Phone/Internet,45.60,USD,34.20,-11.40,-11.40,-11.40
2024-05-23,Bread,Groceries,1.99,USD,-1.99,0.00,1.99,0.00
2024-05-24,Onions + Tomatoes + Capcium,Groceries,8.65,USD,5.77,-2.88,-2.89,0.00
2024-05-26,Target,Household supplies,21.34,USD,0.00,-21.34,21.34,0.00
2024-05-26,Smash,General,15.44,USD,0.00,15.44,-15.44,0.00
2024-05-30,Biryani,Dining out,15.98,USD,15.98,-15.98,0.00,0.00
2024-05-31,Rent,Rent,2198.51,USD,-549.63,1648.88,-549.63,-549.62
2024-05-31,Prudhvi d. paid vishnu n.,Payment,420.35,USD,420.35,-420.35,0.00,0.00
2024-06-01,Settle all balances,General,629.66,USD,0.00,-629.66,0.00,629.66
2024-06-02,SRP,General,120.24,USD,-30.06,-30.06,90.18,-30.06
2024-06-02,Renter's Insurance ,Insurance,18.13,USD,-4.53,-4.53,13.60,-4.54
2024-06-02,Wifi,TV/Phone/Internet,51.22,USD,-12.80,-12.80,38.41,-12.81
2024-06-02,Saketh V. paid vishnu n.,Payment,464.22,USD,0.00,-464.22,464.22,0.00
2024-06-03,Onion + Tomatoes + tax,Groceries,5.20,USD,3.47,-1.74,-1.73,0.00
2024-06-06,Biryani,Dining out,7.99,USD,0.00,7.99,-7.99,0.00
2024-06-06,Walmart yearly,Household supplies,53.97,USD,-13.50,40.48,-13.49,-13.49
2024-06-11,Dal,General,7.50,USD,-2.50,-2.50,5.00,0.00
2024-06-13,Biryani,Dining out,7.99,USD,0.00,7.99,-7.99,0.00
2024-06-22,Onions,Groceries,1.98,USD,-0.99,0.00,0.99,0.00
2024-06-22,Mops for cleaning surfaces (Shifting),Cleaning,4.00,USD,-1.00,-1.00,3.00,-1.00
2024-06-22,Move in fees,General,2093.87,USD,-523.47,1570.40,-523.46,-523.47
2024-06-23,Tomatoes ,General,0.79,USD,0.39,0.00,-0.39,0.00
2024-06-23,Prudhvi d. paid vishnu n.,Payment,584.99,USD,584.99,-584.99,0.00,0.00
2024-06-23,Keshava D. paid vishnu n.,Payment,585.37,USD,0.00,-585.37,0.00,585.37
2024-06-27,Burrito bowl,General,7.38,USD,7.38,-7.38,0.00,0.00
2024-06-27,Duct tape,General,3.30,USD,2.47,-0.83,-0.82,-0.82
2024-06-27,Deposit,General,275.00,USD,-68.75,-68.75,206.25,-68.75
2024-06-28,Uhaul+tax+insurance+miles,Insurance,91.13,USD,-22.78,68.35,-22.78,-22.79
2024-06-28,Uhaul fuel,Gas/fuel,16.14,USD,-4.03,12.10,-4.04,-4.03
2024-06-29,Walmart common,Household supplies,36.95,USD,-12.32,24.63,-12.31,0.00
2024-06-29,Saketh walmart,Household supplies,22.10,USD,0.00,22.10,-22.10,0.00
2024-06-29,Prudhvi walmart,Household supplies,8.58,USD,-8.58,8.58,0.00,0.00
2024-06-29,Walmart cooktop foil,Household supplies,18.37,USD,-4.59,13.78,-4.59,-4.60
2024-07-02,Sriracha,General,3.79,USD,0.00,-1.89,1.89,0.00
2024-07-02,Hersheys,General,1.50,USD,-1.50,1.50,0.00,0.00
2024-07-02,Bogus asteria,General,938.16,USD,-234.54,703.62,-234.54,-234.54
2024-07-05,Renter's Insurance ,Insurance,33.16,USD,-8.29,-8.29,24.87,-8.29
2024-07-05,Kalki,General,20.00,USD,0.00,20.00,-20.00,0.00
2024-07-05,Udupi,General,10.00,USD,0.00,10.00,-10.00,0.00
2024-07-08,Paneer,General,27.03,USD,0.00,13.51,-13.51,0.00
2024-07-10,Scissors,General,4.99,USD,-1.24,3.74,-1.25,-1.25
2024-07-11,"britta filter candles for 5-6 months, can opener + shipping",Household supplies,43.25,USD,-10.82,32.44,-10.81,-10.81
2024-07-11,"chickpeas, carrots, rajma, tax",General,9.74,USD,-3.24,6.49,-3.25,0.00
2024-07-11,almond bars 4,General,8.72,USD,0.00,8.72,-8.72,0.00
2024-07-20,Saketh V. paid vishnu n.,Payment,681.77,USD,0.00,-681.77,681.77,0.00
2024-07-20,Groc+tax+substitued carrot 5lb,General,18.64,USD,-6.22,12.43,-6.21,0.00
2024-07-20,Prudhvi cost,General,17.40,USD,-17.40,17.40,0.00,0.00
2024-07-20,Saketh walmart,Household supplies,42.04,USD,0.00,42.04,-42.04,0.00
2024-07-25,Burrito bowl,General,7.39,USD,7.39,-7.39,0.00,0.00
2024-07-29,Dal,General,7.49,USD,-2.49,-2.50,4.99,0.00
2024-07-29,Lays,General,2.66,USD,0.00,-2.66,2.66,0.00
2024-08-01,SRP until Jul 9,General,332.71,USD,-83.18,-83.17,249.53,-83.18
2024-08-01,Rent ,Rent,1878.01,USD,-469.50,1408.51,-469.50,-469.51
2024-08-01,Prudhvi d. paid vishnu n.,Payment,942.23,USD,942.23,-942.23,0.00,0.00
2024-08-02,walmart common,Household supplies,38.12,USD,-12.70,25.41,-12.71,0.00
2024-08-02,prudhvi walmart,Household supplies,12.73,USD,-12.73,12.73,0.00,0.00
2024-08-02,saketh walmart,Household supplies,14.74,USD,0.00,14.74,-14.74,0.00
2024-08-03,Renters Insurance,Insurance,18.17,USD,-4.55,-4.54,13.63,-4.54
2024-08-03,Saketh V. paid vishnu n.,Payment,274.39,USD,0.00,-274.39,274.39,0.00
2024-08-06,Keshava D. paid vishnu n.,Payment,950.00,USD,0.00,-950.00,0.00,950.00
2024-08-08,Tortillas,General,11.54,USD,0.00,5.77,-5.77,0.00
2024-08-09,Trader joes biryani,Groceries,14.31,USD,14.31,-14.31,0.00,0.00
2024-08-10,Deadpool,General,11.75,USD,0.00,11.75,-11.75,0.00
2024-08-11,Cab9.41 + sub6.5,General,15.91,USD,0.00,15.91,-15.91,0.00
2024-08-15,Lays,General,3.85,USD,3.85,-3.85,0.00,0.00
2024-08-16,Yellow lays,General,2.00,USD,2.00,-2.00,0.00,0.00
